19 | Q4
19 R4 D4 Q17 P3 N4 R8 P4 R11 O3 R15 D16 | N17
19 R4 D4 Q17 P3 N4 R8 P4 R11 O3 R15 D16 N17 | P16
19 R4 D4 Q17 P3 N4 R8 P4 R11 O3 R15 D16 N17 P16 | K17
19 R4 D4 Q17 P3 N4 R8 P4 R11 O3 R15 D16 N17 P16 K17 | R16
19 R4 D4 Q17 P3 N4 R8 P4 R11 O3 R15 D16 N17 P16 K17 R16 | Q15
19 R4 D4 Q17 P3 N4 P5 | Q6
19 R4 D4 Q17 P3 L4 | Q15
19 R4 D4 Q17 P3 L4 Q15 | Q3
19 R4 D4 Q17 P3 L4 Q15 Q3 | R17
19 R4 D4 Q17 P3 L4 Q15 F3 | C6
19 R4 D4 Q17 P3 L4 R7 | Q5
19 R4 D4 Q17 P3 L4 R7 Q5 | R10
19 R4 D4 Q17 P3 M4 | Q15
19 R4 D4 Q17 P3 M4 Q15 | Q3
19 R4 D4 Q17 D17 | F3
19 R4 D4 Q17 D17 F3 | C6
19 R4 D4 Q17 D17 F3 C6 | L3
19 R4 D4 Q17 D17 F3 C6 L3 | Q15
19 R4 D4 Q17 D17 F3 C6 L3 Q15 | R13
19 R4 D4 Q17 D17 F3 C6 L3 Q15 R13 | R17
19 R4 D4 Q17 D17 F3 C6 L3 Q15 R15 | R14
19 R4 D4 Q17 D17 F3 C6 L3 Q15 R15 R14 | R16
19 R4 D4 Q17 D17 F3 C6 L3 R11 | R14
19 R4 D4 Q17 D17 F3 C6 L3 R11 R14 | R8
19 R4 D4 Q17 D17 F3 C6 L3 R11 R14 R8 | R6
19 R4 D4 Q17 D17 F3 C6 L3 R11 R14 R8 R6 | P8
19 R4 D4 Q17 D17 F3 C6 D2 | Q15
19 R4 D4 Q17 D17 F3 C6 D2 Q15 | R15
19 R4 D4 Q17 D17 F3 C6 D2 Q15 R15 | R14
19 R4 D4 Q17 D17 F3 C6 D2 Q15 R15 R14 | R16
19 R4 D4 Q17 D17 F3 H3 | P3
19 R4 D4 Q17 D17 F3 H3 P3 | Q15
19 R4 D4 Q17 D17 F3 H3 P3 Q15 | R15
19 R4 D4 Q17 D17 F3 H3 P3 Q15 R15 | R14
19 R4 D4 Q17 D17 F3 H3 P3 Q15 R15 R14 | R16
19 R4 D4 Q17 D17 D15 | C15
19 R4 D4 Q17 D17 D15 C15 | C14
19 R4 D4 Q17 D17 D15 C15 C14 | C16
19 R4 D4 Q17 D17 D15 C15 C14 C16 | F3
19 R4 D4 Q17 D17 D15 C15 C14 C16 F3 | C6
19 R4 D4 Q17 D17 D15 C15 C14 C16 F3 C6 | D14
19 R4 D4 Q17 D17 D15 C15 C14 C16 F3 C6 D14 | F17
19 R4 D4 Q17 D17 P3 | Q15
19 R4 D4 Q17 D17 P3 Q15 | R15
19 R4 D4 Q17 D17 P3 Q15 R15 | R14
19 R4 D4 Q17 D17 P3 Q15 R15 R14 | R16
19 R4 D4 Q17 D17 P3 Q15 R15 R14 R16 | S4
19 R4 D4 Q17 D17 O3 | Q15
19 R4 D4 Q17 D17 O3 Q15 | R15
19 R4 D4 Q17 D17 O3 Q15 R15 | R14
19 R4 D4 Q17 D17 O3 Q15 R15 R14 | R16
19 R4 D4 Q17 Q15 | D16
19 R4 D4 Q17 Q15 D16 | R17
19 R4 D4 Q17 Q15 D16 R17 | F3
19 R4 D4 Q17 Q15 C16 | R17
19 R4 D4 Q17 Q15 R15 | R14
19 R4 D4 Q17 Q15 R15 R14 | R16
19 R4 D4 Q17 C16 | F3
19 R4 D4 Q17 P4 | P3
19 R4 D4 Q17 P4 P3 | O3
19 R4 D4 Q17 P4 P3 O3 | Q3
19 R4 D4 Q17 C17 | F3
19 R4 D4 F3 | C6
19 R4 D4 F3 C6 | Q16
19 R4 D4 F3 C6 Q17 | D16
19 R4 D4 F3 C6 Q17 P4 | N3
19 R4 D4 F3 C6 Q17 P4 N3 | R3
19 R4 D4 F3 H3 | Q16
19 R4 D4 F3 Q16 | C6
19 R4 D4 F3 Q16 C6 | E5
19 R4 D4 F3 Q16 C6 E5 | C3
19 R4 D4 F3 Q16 C6 E5 C3 | D16
19 R4 D4 C16 | Q16
19 R4 D4 C16 Q16 | P3
19 R4 D4 C16 Q16 P3 | E17
19 R4 D4 C16 Q16 P3 E17 | H16
19 R4 D4 C16 Q16 P3 E17 H16 | E14
19 R4 D4 C16 Q16 P3 E17 H16 E14 | C13
19 R4 D4 C16 Q16 P3 E17 J16 | E14
19 R4 D4 C16 Q16 P3 E17 J16 G17 | D14
19 R4 D4 C16 Q16 P3 E17 J16 G17 D14 | C18
19 R4 D4 C16 Q16 P3 E17 D15 | J17
19 R4 D4 C16 Q16 F3 | C6
19 R4 D4 C16 Q16 F3 C6 | L3
19 R4 D4 C16 Q16 F3 C6 L3 | E17
19 R4 D4 C16 Q16 F3 C6 L3 E17 | H16
19 R4 D4 C16 Q17 | P3
19 R4 D4 C16 Q17 P3 | E17
19 R4 D4 C16 Q17 P3 E17 | R15
19 R4 D4 C16 Q17 F3 | C6
19 R4 D4 C16 Q17 Q15 | R15
19 R4 D4 C16 Q17 Q15 R15 | R14
19 R4 D4 C16 Q17 Q15 R15 R14 | R16
19 R4 D4 C16 R17 | P3
19 R4 D4 R16 | D16
19 R4 D4 D17 | Q16
19 R4 D4 D17 Q16 | P3
19 R4 D4 D17 Q16 P3 | C15
19 R4 D3 | D17
19 R4 D3 D17 | Q16
19 R4 D3 D17 Q16 | C5
19 R4 D3 D17 Q16 C5 | E4
19 R4 D3 D17 Q16 C5 E4 | P3
19 R4 D3 D17 Q16 C5 E4 P3 | D15
19 R4 D3 D17 Q16 C5 E4 P3 D15 | C15
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 | C14
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 | C16
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 C16 | D14
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 C16 D14 | C8
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 C16 D14 C8 | E17
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 C16 D14 C8 E17 | E18
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 C16 D14 C8 E17 E18 | D16
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 C16 D14 C8 E17 E18 D16 | C17
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 C16 D14 C8 E17 E18 D16 C17 | F17
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 C16 D14 C8 E17 E18 D16 C17 F17 | F18
19 R4 D3 D17 Q16 C5 E4 P3 D15 C15 C14 C16 D14 C8 E17 E18 D16 C17 F17 F18 | H17
19 R4 D3 D17 Q16 C5 E4 P3 D15 C13 | C17
19 R4 D3 D17 Q16 C5 E4 P3 C14 | C16
19 R4 D3 D17 Q16 C5 E4 P3 C14 C16 | C11
19 R4 D3 D17 Q16 C5 E4 C9 | P3
19 R4 D3 D17 Q16 C5 E4 C9 P3 | K3
19 R4 D3 D17 Q16 C5 E4 C9 P3 K3 | H3
19 R4 D3 D17 Q16 C5 E4 C9 P3 K3 H3 | N3
19 R4 D3 D17 Q16 C5 E4 C9 P3 L4 | Q5
19 R4 D3 D17 Q16 C5 E4 C9 P3 L4 Q5 | R5
19 R4 D3 D17 Q16 C5 E4 C9 P3 L4 Q5 R5 | Q6
19 R4 D3 D17 Q16 C5 E4 C9 P3 L4 Q5 R5 Q6 | R7
19 R4 D3 D17 Q16 C5 E4 O3 | D15
19 R4 D3 D17 Q16 C5 E4 C15 | P3
19 R4 D3 D17 Q16 C5 E4 C15 P3 | L4
19 R4 D3 D17 Q16 C5 D9 | F5
19 R4 D3 D17 Q16 C5 D9 F5 | E5
19 R4 D3 D17 Q16 C5 D9 F5 E5 | E6
19 R4 D3 D17 Q16 C5 D9 F5 E5 E6 | E4
19 R4 D3 D17 Q16 C5 D9 C11 | F4
19 R4 D3 D17 Q16 C5 D8 | F5
19 R4 D3 D17 Q16 C5 D14 | C12
19 R4 D3 D17 Q16 C5 D14 C15 | D8
19 R4 D3 D17 Q16 C5 P3 | M4
19 R4 D3 D17 Q16 D5 | C5
19 R4 D3 D17 Q16 D5 C5 | C6
19 R4 D3 D17 Q16 D5 C5 C6 | C4
19 R4 D3 D17 Q16 D5 C5 C6 C4 | D7
19 R4 D3 D17 Q16 D5 C5 C6 C4 D7 | F3
19 R4 D3 D17 Q16 D5 C5 C6 C4 D7 F3 | C12
19 R4 D3 D17 C15 | Q16
19 R4 D3 D17 C15 Q16 | P3
19 R4 D3 D17 C15 Q16 P3 | D5
19 R4 D3 D17 C15 Q16 P3 D5 | D8
19 R4 D3 D17 R17 | C5
19 R4 D3 D17 R17 C5 | E4
19 R4 D3 D17 R17 C5 E4 | P3
19 R4 D3 D17 Q17 | C5
19 R4 D3 D17 Q17 C5 | E4
19 R4 D3 D17 R16 | C5
19 R4 D3 D17 D15 | Q16
19 R4 D3 Q17 | D16
19 R4 D3 Q17 D16 | D5
19 R4 D3 Q17 D16 D5 | C5
19 R4 D3 Q17 D16 D5 C5 | D4
19 R4 D3 Q17 D16 D5 C5 D4 | C4
19 R4 D3 Q17 D16 D5 C5 D4 C4 | E3
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 | C6
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 | D2
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D2 | C3
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D2 C3 | L3
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D2 C3 L3 | Q15
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D2 C3 K3 | Q15
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 | D7
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 | C3
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 | D2
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 | B3
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 | C2
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 | C7
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 | C8
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 | B2
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 | E2
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 | B7
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 | B6
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 | B8
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 | B4
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 | F3
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 | D8
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 | A4
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 A4 | A5
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 A4 A5 | F2
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 A4 A5 F2 | B9
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 A4 A5 F2 B9 | C1
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C3 | D6
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C3 D6 | C7
19 R4 D3 Q17 D16 D5 C5 D4 C4 E3 C3 D6 C7 | L3
19 R4 D3 Q17 D16 D5 C5 C6 | C4
19 R4 D3 Q17 D16 D5 C5 C6 C4 | F17
19 R4 D3 Q17 D16 D5 C5 C6 C4 F17 | C14
19 R4 D3 Q17 D16 D5 C5 C6 C4 F17 C14 | D7
19 R4 D3 Q17 D16 D5 C5 C6 C4 F17 C14 D7 | F3
19 R4 D3 Q17 D16 D5 C5 C6 C4 F17 C14 D7 F3 | C11
19 R4 D3 Q17 D16 D5 C5 C6 C4 F17 C14 D6 | F3
19 R4 D3 Q17 D16 D5 C5 C6 C4 P3 | Q15
19 R4 D3 Q17 D16 D5 C5 C6 C4 P3 R14 | R16
19 R4 D3 Q17 D16 D5 P4 | F4
19 R4 D3 Q17 D16 D5 P4 F4 | R3
19 R4 D3 Q17 D16 D5 P4 F4 R3 | E2
19 R4 D3 Q17 D16 D5 P4 F4 R3 E2 | L3
19 R4 D3 Q17 D16 D5 P4 P3 | O3
19 R4 D3 Q17 D16 D5 P4 P3 O3 | Q3
19 R4 D3 Q17 D16 D5 P4 P3 O3 Q3 | E5
19 R4 D3 Q17 D16 D5 P4 P5 | O5
19 R4 D3 Q17 D16 D5 P4 P5 O5 | Q5
19 R4 D3 Q17 D16 D5 P4 P5 O5 Q5 | O4
19 R4 D3 Q17 D16 D5 P4 P5 O5 Q5 O4 | Q3
19 R4 D3 Q17 D16 D5 P3 | C3
19 R4 D3 Q17 D16 D5 E5 | C3
19 R4 D3 Q17 D16 D5 E5 C3 | D4
19 R4 D3 Q17 D16 D5 E5 C3 D4 | C4
19 R4 D3 Q17 D16 D5 E5 C3 D4 C4 | E6
19 R4 D3 Q17 D16 D5 E5 C3 D4 C4 E6 | C6
19 R4 D3 Q17 D16 D5 E5 E6 | E4
19 R4 D3 Q17 D16 D5 Q15 | Q12
19 R4 D3 Q17 D16 D5 D7 | F5
19 R4 D3 Q17 D16 C5 | P3
19 R4 D3 Q17 D16 C5 P3 | M4
19 R4 D3 Q17 D16 C5 P3 C14 | F17
19 R4 D3 Q17 D16 C5 C9 | C14
19 R4 D3 Q17 D16 C5 C9 C14 | C12
19 R4 D3 Q17 D16 C5 P4 | P3
19 R4 D3 Q17 D16 C5 P4 P3 | O3
19 R4 D3 Q17 D16 C5 P4 P3 O3 | Q3
19 R4 D3 Q17 D16 P3 | Q15
19 R4 D3 Q17 D16 P3 Q15 | R15
19 R4 D3 Q17 D16 P3 Q15 R15 | R14
19 R4 D3 Q17 D16 P3 Q15 R15 R14 | R16
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 | S4
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 | S5
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 | R5
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 | Q5
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 | R6
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 | S6
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 | R7
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 | S7
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 | R8
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 | R3
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 | Q14
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 | O17
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 | R10
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 | C5
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 Q13 | O17
19 R4 D3 Q17 D16 P3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D3 Q17 D16 P3 Q15 R15 Q16 | R16
19 R4 D3 Q17 D16 P3 Q15 R15 Q16 R16 | P17
19 R4 D3 Q17 D16 P3 Q15 R15 Q16 R16 P17 | R14
19 R4 D3 Q17 D16 P3 Q15 Q12 | N16
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 | P15
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 | P14
19 R4 D3 Q17 D16 P3 Q15 Q12 N16 P15 P14 | O15
19 R4 D3 Q17 D16 P3 R14 | R16
19 R4 D3 Q17 D16 P3 R14 R16 | Q10
19 R4 D3 Q17 D16 P3 R14 R16 Q10 | R8
19 R4 D3 Q17 D16 P3 R14 R16 Q10 R8 | P14
19 R4 D3 Q17 D16 O3 | Q15
19 R4 D3 Q17 D16 O3 Q15 | R15
19 R4 D3 Q17 D16 O3 Q15 R15 | R14
19 R4 D3 Q17 D16 O3 Q15 R15 R14 | R16
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 | Q13
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 | O17
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 | R7
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 | O17
19 R4 D3 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 | R10
19 R4 D3 Q17 D16 O3 R14 | R16
19 R4 D3 Q17 D16 O3 R14 R16 | Q10
19 R4 D3 Q17 D16 O3 R14 R16 Q10 | R8
19 R4 D3 Q17 D16 O3 R14 R16 Q10 R8 | P14
19 R4 D3 Q17 D16 C14 | F17
19 R4 D3 Q17 D17 | D5
19 R4 D3 Q17 D17 D5 | C5
19 R4 D3 Q17 D17 D5 C5 | D4
19 R4 D3 Q17 D17 D5 C5 D4 | C4
19 R4 D3 Q17 D17 D5 C5 D4 C4 | E3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 | C6
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 | D2
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D2 | C3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 | D6
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 D6 | C7
19 R4 D3 Q17 D17 D5 C5 C6 | C4
19 R4 D3 Q17 D17 D5 C5 C6 C4 | C15
19 R4 D3 Q17 D17 C5 | C9
19 R4 D3 Q17 D17 D15 | C15
19 R4 D3 Q17 D17 D15 C15 | C14
19 R4 D3 Q17 D17 D15 C15 C14 | C16
19 R4 D3 Q17 D17 D15 C15 C14 C16 | C5
19 R4 D3 Q17 D17 P3 | Q15
19 R4 D3 Q17 D17 P3 Q15 | R15
19 R4 D3 Q17 C16 | E17
19 R4 D3 Q17 C16 E17 | P3
19 R4 D3 Q17 C16 E17 P3 | D5
19 R4 D3 Q17 C16 E16 | E17
19 R4 D3 Q17 P3 | C16
19 R4 D3 Q17 P3 D16 | Q15
19 R4 D3 Q17 C17 | P3
19 R4 D3 Q16 | D16
19 R4 D3 Q16 C16 | E17
19 R4 D3 Q16 C16 E17 | P3
19 R4 D3 Q16 C16 E17 P3 | D5
19 R4 D3 D16 | Q16
19 R4 D3 D16 Q17 | C5
19 R4 D3 D16 Q17 C5 | E4
19 R4 D3 D16 Q17 C5 E4 | P3
19 R4 D3 D16 Q17 C5 E4 P3 | R15
19 R4 D3 D16 Q17 C5 E4 P3 R15 | C9
19 R4 D3 D16 Q17 C5 E4 P3 R15 C9 | F17
19 R4 D3 D16 Q17 C5 E4 P3 R15 C9 F17 | D14
19 R4 D3 D16 Q17 C5 E4 R15 | P3
19 R4 D3 D16 R17 | C5
19 R4 D3 D5 | C5
19 R4 D3 D5 C5 | C6
19 R4 D3 D5 C5 C6 | C4
19 R4 D3 D5 C5 D4 | C4
19 R4 D3 D5 C5 D4 C4 | E3
19 R4 D3 D5 C5 D4 C4 E3 | C6
19 R4 D3 D5 Q16 | C3
19 R4 D3 D5 Q16 C3 | C16
19 R4 D3 D5 D16 | C3
19 R4 D3 C16 | Q16
19 R4 D3 C16 Q17 | E17
19 R4 D3 C5 | D16
19 R4 D16 | C4
19 R4 D16 C4 | Q16
19 R4 D16 C4 Q16 | R14
19 R4 D16 C4 Q16 R14 | O17
19 R4 D16 C4 Q16 R14 O17 | Q10
19 R4 D16 C4 Q16 R14 O17 Q10 | O3
19 R4 D16 C4 Q16 R14 O17 Q10 O3 | P4
19 R4 D16 C4 Q16 R14 O17 Q10 O3 P4 | Q2
19 R4 D16 C4 Q16 R14 O17 Q10 O3 P4 Q2 | M3
19 R4 D16 C4 Q16 R14 O17 Q10 O3 P4 Q2 M3 | O4
19 R4 D16 C4 Q16 R14 O17 Q10 E4 | G3
19 R4 D16 C4 Q16 R14 O17 Q10 E4 G3 | C3
19 R4 D16 C4 Q16 R14 R12 | P3
19 R4 D16 C4 Q16 R14 R12 P3 | E4
19 R4 D16 C4 Q16 R14 R12 P3 E4 | E3
19 R4 D16 C4 Q16 P3 | E4
19 R4 D16 C4 Q16 P3 E4 | E3
19 R4 D16 C4 Q16 P3 E4 E3 | F3
19 R4 D16 C4 Q16 P3 E4 E3 F3 | D3
19 R4 D16 C4 Q16 P3 E4 E3 F3 D3 | G4
19 R4 D16 C4 Q16 P3 E4 E3 F3 D3 G4 | C6
19 R4 D16 C4 Q16 P3 E4 E3 F3 D3 G4 C6 | L3
19 R4 D16 C4 Q16 P3 E4 E3 D4 | D3
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 | C5
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 | F3
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 | F4
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 | G4
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 | C3
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 | B4
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 | C2
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 | B3
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 B3 | G3
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 B3 G3 | H3
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 B3 G3 H3 | B2
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 B3 G3 H3 B2 | B5
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 B3 G3 H3 B2 B5 | G2
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 B3 G3 H3 B2 B5 G2 | F2
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 B3 G3 H3 B2 B5 G2 F2 | H2
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 B3 G3 H3 B2 B5 G2 F2 H2 | D2
19 R4 D16 C4 Q16 P3 E4 E3 D4 D3 C5 F3 F4 G4 C3 B4 C2 B3 G3 H3 B2 B5 G2 F2 H2 D2 | C6
19 R4 D16 C4 Q16 P3 F3 | D3
19 R4 D16 C4 Q16 P3 F3 D3 | J3
19 R4 D16 C4 Q16 P3 F3 D3 J3 | R14
19 R4 D16 C4 Q16 P3 R9 | E4
19 R4 D16 C4 Q16 K3 | P4
19 R4 D16 C4 Q16 L3 | E3
19 R4 D16 C4 R16 | P16
19 R4 D16 C4 R16 P16 | P17
19 R4 D16 C4 R16 P16 P17 | O17
19 R4 D16 C4 R16 P16 P17 O17 | Q17
19 R4 D16 C4 R16 P16 P17 O17 Q17 | C14
19 R4 D16 C4 R16 P16 P17 O17 Q17 C14 | F17
19 R4 D16 C4 R16 P3 | E4
19 R4 D16 C4 R16 P3 E4 | E3
19 R4 D16 C4 R16 P3 E4 E3 | F3
19 R4 D16 C4 R16 P3 E4 E3 F3 | D3
19 R4 D16 C4 R16 E3 | P4
19 R4 D16 C4 R16 E3 P4 | P3
19 R4 D16 C4 Q17 | R15
19 R4 D16 Q17 | D3
19 R4 D16 Q17 P4 | P3
19 R4 D16 Q17 P4 P3 | O3
19 R4 D16 Q17 P4 P3 O3 | Q3
19 R4 D16 Q17 P4 D4 | Q6
19 R4 D16 C14 | F17
19 R4 D16 C14 F17 | D3
19 R4 D16 C14 D4 | F17
19 R4 D16 C14 D4 F17 | E15
19 R4 D16 C14 D4 F17 E15 | C17
19 R4 D16 C14 D4 F17 E15 C17 | Q16
19 R4 D16 E3 | Q16
19 R4 D16 E3 Q16 | C14
19 R4 Q16 | D3
19 R4 C16 | Q17
19 R4 C16 Q17 | D3
19 R4 C16 Q16 | D3
19 R4 C16 C4 | R16
19 R4 R16 | D3
19 R4 R16 D3 | C16
19 R4 R16 C16 | D4
19 R4 R16 C16 D4 | P17
19 R4 R16 C16 C4 | P17
19 R4 R16 D4 | D16
19 R4 R16 D16 | D4
19 R4 C3 | Q17
19 R4 C3 Q17 | P3
19 R4 C3 Q17 D17 | P3
19 R4 C3 Q17 C17 | P3
19 R4 C3 C16 | R17
19 R4 P4 | D4
19 R4 P4 D4 | R3
19 R4 P4 D16 | R3
19 R4 P4 P3 | O3
19 R4 P4 P3 O3 | Q3
19 R4 Q17 | D4
19 R4 Q17 C4 | C16
19 R5 | D4
19 R5 D4 | P17
19 R5 D4 P17 | D16
19 R5 D4 P17 D16 | F3
19 R5 D4 P17 D16 F3 | J4
19 R5 Q16 | E3
19 R5 Q16 E3 | D16
19 R5 Q16 E3 Q3 | O3
19 R5 D16 | E3
19 R3 | D16
19 R3 D16 | R16
19 Q5 | D4
19 K10 | Q16
9 | E5
9 C3 C7 G7 G3 F2 | F3
9 C3 D4 C4 D5 | E2
9 C3 D7 G4 C4 D4 | C5
9 C3 F7 G3 C6 G5 H6 | D7
9 C3 G7 C7 F3 F7 | F6
9 C3 G7 G3 C6 | E7
9 C4 E4 G7 E6 | G4
9 C4 E5 D6 G4 | E6
9 C4 E5 D6 G4 E6 F6 | F7
9 C4 E5 D6 G4 E6 F6 F7 G6 | E4
9 C4 E5 D6 G4 E6 F6 F7 G6 E4 F4 | E3
9 C4 F3 D7 C2 | G6
9 C4 F3 F5 D2 | F7
9 C4 G3 D7 E3 G6 E5 | E6
9 C4 G3 D7 F7 E3 F5 E8 | D5
9 C4 G4 D7 E3 | G6
9 C4 G6 D7 G3 E3 F2 | F7
